date,title,result,odds,date_bet,identifier
2016-11-06T03:36:32.765987,Karel Gott,Vítěz,750,12.1. 12:00,60307
2016-11-06T03:36:32.765987,Marek Eben,Vítěz,888,12.1. 12:00,60308
2016-11-06T03:36:32.765987,Milan Kohout,Vítěz,1500,12.1. 12:00,60309
2016-11-06T03:36:32.765987,Jana Yngland Hrušková,Vítěz,2000,12.1. 12:00,60310
2016-11-06T03:36:32.765987,Marek Hilšer,Vítěz,2000,12.1. 12:00,60311
2016-11-06T03:36:32.765987,Vladimír Špidla,Vítěz,500,12.1. 12:00,60312
2016-11-06T03:36:32.765987,Martin Stropnický,Vítěz,40,12.1. 12:00,60313
2016-11-06T03:36:32.765987,Marek Dalík,Vítěz,9999,12.1. 12:00,60314
2016-11-06T03:36:32.765987,Daniel Herman,Vítěz,125,12.1. 12:00,60321
2016-11-06T03:36:32.765987,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322
2016-11-06T03:36:32.765987,Jan Kraus,Vítěz,1111,12.1. 12:00,60323
2016-11-06T03:42:00.580180,Miloš Zeman,Vítěz,1.9,12.1. 12:00,60210
2016-11-06T03:42:00.580180,Michal Horáček,Vítěz,3.25,12.1. 12:00,60211
2016-11-06T03:42:00.580180,Jan Švejnar,Vítěz,21,12.1. 12:00,60212
2016-11-06T03:42:00.580180,Tomáš Halík,Vítěz,82,12.1. 12:00,60213
2016-11-06T03:42:00.580180,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292
2016-11-06T03:42:00.580180,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293
2016-11-06T03:42:00.580180,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294
2016-11-06T03:42:00.580180,Zuzana Roithová,Vítěz,70,12.1. 12:00,60295
2016-11-06T03:42:00.580180,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296
2016-11-06T03:42:00.580180,Andrej Babiš,Vítěz,50,12.1. 12:00,60297
2016-11-06T03:42:00.580180,Tomio Okamura,Vítěz,200,12.1. 12:00,60298
2016-11-06T03:42:00.580180,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299
2016-11-06T03:42:00.580180,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300
2016-11-06T03:42:00.580180,Livia Klausová,Vítěz,250,12.1. 12:00,60301
2016-11-06T03:42:00.580180,Václav Klaus ml.,Vítěz,305,12.1. 12:00,60302
2016-11-06T03:42:00.580180,Zdeněk Škromach,Vítěz,525,12.1. 12:00,60303
2016-11-06T03:42:00.580180,Petr Pavel,Vítěz,250,12.1. 12:00,60304
2016-11-06T03:42:00.580180,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305
2016-11-06T03:42:00.580180,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306
2016-11-06T03:42:00.580180,Karel Gott,Vítěz,750,12.1. 12:00,60307
2016-11-06T03:42:00.580180,Marek Eben,Vítěz,888,12.1. 12:00,60308
2016-11-06T03:42:00.580180,Milan Kohout,Vítěz,1500,12.1. 12:00,60309
2016-11-06T03:42:00.580180,Jana Yngland Hrušková,Vítěz,2000,12.1. 12:00,60310
2016-11-06T03:42:00.580180,Marek Hilšer,Vítěz,2000,12.1. 12:00,60311
2016-11-06T03:42:00.580180,Vladimír Špidla,Vítěz,500,12.1. 12:00,60312
2016-11-06T03:42:00.580180,Martin Stropnický,Vítěz,40,12.1. 12:00,60313
2016-11-06T03:42:00.580180,Marek Dalík,Vítěz,9999,12.1. 12:00,60314
2016-11-06T03:42:00.580180,Daniel Herman,Vítěz,125,12.1. 12:00,60321
2016-11-06T03:42:00.580180,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322
2016-11-06T03:42:00.580180,Jan Kraus,Vítěz,1111,12.1. 12:00,60323
2016-11-06T03:54:04.500958,Miloš Zeman,Vítěz,1.9,12.1. 12:00,60210
2016-11-06T03:54:04.500958,Michal Horáček,Vítěz,3.25,12.1. 12:00,60211
2016-11-06T03:54:04.500958,Jan Švejnar,Vítěz,21,12.1. 12:00,60212
2016-11-06T03:54:04.500958,Tomáš Halík,Vítěz,82,12.1. 12:00,60213
2016-11-06T03:54:04.500958,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292
2016-11-06T03:54:04.500958,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293
2016-11-06T03:54:04.500958,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294
2016-11-06T03:54:04.500958,Zuzana Roithová,Vítěz,70,12.1. 12:00,60295
2016-11-06T03:54:04.500958,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296
2016-11-06T03:54:04.500958,Andrej Babiš,Vítěz,50,12.1. 12:00,60297
2016-11-06T03:54:04.500958,Tomio Okamura,Vítěz,200,12.1. 12:00,60298
2016-11-06T03:54:04.500958,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299
2016-11-06T03:54:04.500958,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300
2016-11-06T03:54:04.500958,Livia Klausová,Vítěz,250,12.1. 12:00,60301
2016-11-06T03:54:04.500958,Václav Klaus ml.,Vítěz,305,12.1. 12:00,60302
2016-11-06T03:54:04.500958,Zdeněk Škromach,Vítěz,525,12.1. 12:00,60303
2016-11-06T03:54:04.500958,Petr Pavel,Vítěz,250,12.1. 12:00,60304
2016-11-06T03:54:04.500958,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305
2016-11-06T03:54:04.500958,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306
2016-11-06T03:54:04.500958,Karel Gott,Vítěz,750,12.1. 12:00,60307
2016-11-06T03:54:04.500958,Marek Eben,Vítěz,888,12.1. 12:00,60308
2016-11-06T03:54:04.500958,Milan Kohout,Vítěz,1500,12.1. 12:00,60309
2016-11-06T03:54:04.500958,Jana Yngland Hrušková,Vítěz,2000,12.1. 12:00,60310
2016-11-06T03:54:04.500958,Marek Hilšer,Vítěz,2000,12.1. 12:00,60311
2016-11-06T03:54:04.500958,Vladimír Špidla,Vítěz,500,12.1. 12:00,60312
2016-11-06T03:54:04.500958,Martin Stropnický,Vítěz,40,12.1. 12:00,60313
2016-11-06T03:54:04.500958,Marek Dalík,Vítěz,9999,12.1. 12:00,60314
2016-11-06T03:54:04.500958,Daniel Herman,Vítěz,125,12.1. 12:00,60321
2016-11-06T03:54:04.500958,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322
2016-11-06T03:54:04.500958,Jan Kraus,Vítěz,1111,12.1. 12:00,60323
2016-11-06T11:01:02.504146,Miloš Zeman,Vítěz,1.9,12.1. 12:00,60210
2016-11-06T11:01:02.504146,Michal Horáček,Vítěz,3.25,12.1. 12:00,60211
2016-11-06T11:01:02.504146,Jan Švejnar,Vítěz,21,12.1. 12:00,60212
2016-11-06T11:01:02.504146,Tomáš Halík,Vítěz,82,12.1. 12:00,60213
2016-11-06T11:01:02.504146,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292
2016-11-06T11:01:02.504146,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293
2016-11-06T11:01:02.504146,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294
2016-11-06T11:01:02.504146,Zuzana Roithová,Vítěz,70,12.1. 12:00,60295
2016-11-06T11:01:02.504146,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296
2016-11-06T11:01:02.504146,Andrej Babiš,Vítěz,50,12.1. 12:00,60297
2016-11-06T11:01:02.504146,Tomio Okamura,Vítěz,200,12.1. 12:00,60298
2016-11-06T11:01:02.504146,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299
2016-11-06T11:01:02.504146,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300
2016-11-06T11:01:02.504146,Livia Klausová,Vítěz,250,12.1. 12:00,60301
2016-11-06T11:01:02.504146,Václav Klaus ml.,Vítěz,305,12.1. 12:00,60302
2016-11-06T11:01:02.504146,Zdeněk Škromach,Vítěz,525,12.1. 12:00,60303
2016-11-06T11:01:02.504146,Petr Pavel,Vítěz,250,12.1. 12:00,60304
2016-11-06T11:01:02.504146,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305
2016-11-06T11:01:02.504146,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306
2016-11-06T11:01:02.504146,Karel Gott,Vítěz,750,12.1. 12:00,60307
2016-11-06T11:01:02.504146,Marek Eben,Vítěz,888,12.1. 12:00,60308
2016-11-06T11:01:02.504146,Milan Kohout,Vítěz,1500,12.1. 12:00,60309
2016-11-06T11:01:02.504146,Jana Yngland Hrušková,Vítěz,2000,12.1. 12:00,60310
2016-11-06T11:01:02.504146,Marek Hilšer,Vítěz,2000,12.1. 12:00,60311
2016-11-06T11:01:02.504146,Vladimír Špidla,Vítěz,500,12.1. 12:00,60312
2016-11-06T11:01:02.504146,Martin Stropnický,Vítěz,40,12.1. 12:00,60313
2016-11-06T11:01:02.504146,Marek Dalík,Vítěz,9999,12.1. 12:00,60314
2016-11-06T11:01:02.504146,Daniel Herman,Vítěz,125,12.1. 12:00,60321
2016-11-06T11:01:02.504146,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322
2016-11-06T11:01:02.504146,Jan Kraus,Vítěz,1111,12.1. 12:00,60323
2016-11-06T23:01:05.232153,Miloš Zeman,Vítěz,1.9,12.1. 12:00,60210
2016-11-06T23:01:05.232153,Michal Horáček,Vítěz,3.25,12.1. 12:00,60211
2016-11-06T23:01:05.232153,Jan Švejnar,Vítěz,21,12.1. 12:00,60212
2016-11-06T23:01:05.232153,Tomáš Halík,Vítěz,82,12.1. 12:00,60213
2016-11-06T23:01:05.232153,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292
2016-11-06T23:01:05.232153,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293
2016-11-06T23:01:05.232153,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294
2016-11-06T23:01:05.232153,Zuzana Roithová,Vítěz,70,12.1. 12:00,60295
2016-11-06T23:01:05.232153,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296
2016-11-06T23:01:05.232153,Andrej Babiš,Vítěz,50,12.1. 12:00,60297
2016-11-06T23:01:05.232153,Tomio Okamura,Vítěz,200,12.1. 12:00,60298
2016-11-06T23:01:05.232153,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299
2016-11-06T23:01:05.232153,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300
2016-11-06T23:01:05.232153,Livia Klausová,Vítěz,250,12.1. 12:00,60301
2016-11-06T23:01:05.232153,Václav Klaus ml.,Vítěz,305,12.1. 12:00,60302
2016-11-06T23:01:05.232153,Zdeněk Škromach,Vítěz,525,12.1. 12:00,60303
2016-11-06T23:01:05.232153,Petr Pavel,Vítěz,250,12.1. 12:00,60304
2016-11-06T23:01:05.232153,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305
2016-11-06T23:01:05.232153,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306
2016-11-06T23:01:05.232153,Karel Gott,Vítěz,750,12.1. 12:00,60307
2016-11-06T23:01:05.232153,Marek Eben,Vítěz,888,12.1. 12:00,60308
2016-11-06T23:01:05.232153,Milan Kohout,Vítěz,1500,12.1. 12:00,60309
2016-11-06T23:01:05.232153,Jana Yngland Hrušková,Vítěz,2000,12.1. 12:00,60310
2016-11-06T23:01:05.232153,Marek Hilšer,Vítěz,2000,12.1. 12:00,60311
2016-11-06T23:01:05.232153,Vladimír Špidla,Vítěz,500,12.1. 12:00,60312
2016-11-06T23:01:05.232153,Martin Stropnický,Vítěz,40,12.1. 12:00,60313
2016-11-06T23:01:05.232153,Marek Dalík,Vítěz,9999,12.1. 12:00,60314
2016-11-06T23:01:05.232153,Daniel Herman,Vítěz,125,12.1. 12:00,60321
2016-11-06T23:01:05.232153,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322
2016-11-06T23:01:05.232153,Jan Kraus,Vítěz,1111,12.1. 12:00,60323
2016-11-07T11:01:02.611299,Miloš Zeman,Vítěz,1.9,12.1. 12:00,60210
2016-11-07T11:01:02.611299,Michal Horáček,Vítěz,3.25,12.1. 12:00,60211
2016-11-07T11:01:02.611299,Jan Švejnar,Vítěz,21,12.1. 12:00,60212
2016-11-07T11:01:02.611299,Tomáš Halík,Vítěz,82,12.1. 12:00,60213
2016-11-07T11:01:02.611299,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292
2016-11-07T11:01:02.611299,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293
2016-11-07T11:01:02.611299,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294
2016-11-07T11:01:02.611299,Zuzana Roithová,Vítěz,70,12.1. 12:00,60295
2016-11-07T11:01:02.611299,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296
2016-11-07T11:01:02.611299,Andrej Babiš,Vítěz,50,12.1. 12:00,60297
2016-11-07T11:01:02.611299,Tomio Okamura,Vítěz,200,12.1. 12:00,60298
2016-11-07T11:01:02.611299,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299
2016-11-07T11:01:02.611299,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300
2016-11-07T11:01:02.611299,Livia Klausová,Vítěz,250,12.1. 12:00,60301
2016-11-07T11:01:02.611299,Václav Klaus ml.,Vítěz,305,12.1. 12:00,60302
2016-11-07T11:01:02.611299,Zdeněk Škromach,Vítěz,525,12.1. 12:00,60303
2016-11-07T11:01:02.611299,Petr Pavel,Vítěz,250,12.1. 12:00,60304
2016-11-07T11:01:02.611299,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305
2016-11-07T11:01:02.611299,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306
2016-11-07T11:01:02.611299,Karel Gott,Vítěz,750,12.1. 12:00,60307
2016-11-07T11:01:02.611299,Marek Eben,Vítěz,888,12.1. 12:00,60308
2016-11-07T11:01:02.611299,Milan Kohout,Vítěz,1500,12.1. 12:00,60309
2016-11-07T11:01:02.611299,Jana Yngland Hrušková,Vítěz,2000,12.1. 12:00,60310
2016-11-07T11:01:02.611299,Marek Hilšer,Vítěz,2000,12.1. 12:00,60311
2016-11-07T11:01:02.611299,Vladimír Špidla,Vítěz,500,12.1. 12:00,60312
2016-11-07T11:01:02.611299,Martin Stropnický,Vítěz,40,12.1. 12:00,60313
2016-11-07T11:01:02.611299,Marek Dalík,Vítěz,9999,12.1. 12:00,60314
2016-11-07T11:01:02.611299,Daniel Herman,Vítěz,125,12.1. 12:00,60321
2016-11-07T11:01:02.611299,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322
2016-11-07T11:01:02.611299,Jan Kraus,Vítěz,1111,12.1. 12:00,60323
2016-11-07T23:01:05.661159,Miloš Zeman,Vítěz,1.9,12.1. 12:00,60210
2016-11-07T23:01:05.661159,Michal Horáček,Vítěz,3.25,12.1. 12:00,60211
2016-11-07T23:01:05.661159,Jan Švejnar,Vítěz,21,12.1. 12:00,60212
2016-11-07T23:01:05.661159,Tomáš Halík,Vítěz,82,12.1. 12:00,60213
2016-11-07T23:01:05.661159,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292
2016-11-07T23:01:05.661159,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293
2016-11-07T23:01:05.661159,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294
2016-11-07T23:01:05.661159,Zuzana Roithová,Vítěz,70,12.1. 12:00,60295
2016-11-07T23:01:05.661159,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296
2016-11-07T23:01:05.661159,Andrej Babiš,Vítěz,50,12.1. 12:00,60297
2016-11-07T23:01:05.661159,Tomio Okamura,Vítěz,200,12.1. 12:00,60298
2016-11-07T23:01:05.661159,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299
2016-11-07T23:01:05.661159,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300
2016-11-07T23:01:05.661159,Livia Klausová,Vítěz,250,12.1. 12:00,60301
2016-11-07T23:01:05.661159,Václav Klaus ml.,Vítěz,305,12.1. 12:00,60302
2016-11-07T23:01:05.661159,Zdeněk Škromach,Vítěz,525,12.1. 12:00,60303
2016-11-07T23:01:05.661159,Petr Pavel,Vítěz,250,12.1. 12:00,60304
2016-11-07T23:01:05.661159,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305
2016-11-07T23:01:05.661159,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306
2016-11-07T23:01:05.661159,Karel Gott,Vítěz,750,12.1. 12:00,60307
2016-11-07T23:01:05.661159,Marek Eben,Vítěz,888,12.1. 12:00,60308
2016-11-07T23:01:05.661159,Milan Kohout,Vítěz,1500,12.1. 12:00,60309
2016-11-07T23:01:05.661159,Jana Yngland Hrušková,Vítěz,2000,12.1. 12:00,60310
2016-11-07T23:01:05.661159,Marek Hilšer,Vítěz,2000,12.1. 12:00,60311
2016-11-07T23:01:05.661159,Vladimír Špidla,Vítěz,500,12.1. 12:00,60312
2016-11-07T23:01:05.661159,Martin Stropnický,Vítěz,40,12.1. 12:00,60313
2016-11-07T23:01:05.661159,Marek Dalík,Vítěz,9999,12.1. 12:00,60314
2016-11-07T23:01:05.661159,Daniel Herman,Vítěz,125,12.1. 12:00,60321
2016-11-07T23:01:05.661159,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322
2016-11-07T23:01:05.661159,Jan Kraus,Vítěz,1111,12.1. 12:00,60323
2016-11-08T11:01:02.877997,Miloš Zeman,Vítěz,1.9,12.1. 12:00,60210
2016-11-08T11:01:02.877997,Michal Horáček,Vítěz,3.25,12.1. 12:00,60211
2016-11-08T11:01:02.877997,Jan Švejnar,Vítěz,21,12.1. 12:00,60212
2016-11-08T11:01:02.877997,Tomáš Halík,Vítěz,82,12.1. 12:00,60213
2016-11-08T11:01:02.877997,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292
2016-11-08T11:01:02.877997,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293
2016-11-08T11:01:02.877997,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294
2016-11-08T11:01:02.877997,Zuzana Roithová,Vítěz,70,12.1. 12:00,60295
2016-11-08T11:01:02.877997,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296
2016-11-08T11:01:02.877997,Andrej Babiš,Vítěz,50,12.1. 12:00,60297
2016-11-08T11:01:02.877997,Tomio Okamura,Vítěz,200,12.1. 12:00,60298
2016-11-08T11:01:02.877997,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299
2016-11-08T11:01:02.877997,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300
2016-11-08T11:01:02.877997,Livia Klausová,Vítěz,250,12.1. 12:00,60301
2016-11-08T11:01:02.877997,Václav Klaus ml.,Vítěz,305,12.1. 12:00,60302
2016-11-08T11:01:02.877997,Zdeněk Škromach,Vítěz,525,12.1. 12:00,60303
2016-11-08T11:01:02.877997,Petr Pavel,Vítěz,250,12.1. 12:00,60304
2016-11-08T11:01:02.877997,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305
2016-11-08T11:01:02.877997,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306
2016-11-08T11:01:02.877997,Karel Gott,Vítěz,750,12.1. 12:00,60307
2016-11-08T11:01:02.877997,Marek Eben,Vítěz,888,12.1. 12:00,60308
2016-11-08T11:01:02.877997,Milan Kohout,Vítěz,1500,12.1. 12:00,60309
2016-11-08T11:01:02.877997,Jana Yngland Hrušková,Vítěz,2000,12.1. 12:00,60310
2016-11-08T11:01:02.877997,Marek Hilšer,Vítěz,2000,12.1. 12:00,60311
2016-11-08T11:01:02.877997,Vladimír Špidla,Vítěz,500,12.1. 12:00,60312
2016-11-08T11:01:02.877997,Martin Stropnický,Vítěz,40,12.1. 12:00,60313
2016-11-08T11:01:02.877997,Marek Dalík,Vítěz,9999,12.1. 12:00,60314
2016-11-08T11:01:02.877997,Daniel Herman,Vítěz,125,12.1. 12:00,60321
2016-11-08T11:01:02.877997,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322
2016-11-08T11:01:02.877997,Jan Kraus,Vítěz,1111,12.1. 12:00,60323
2016-11-08T23:01:52.992791,Miloš Zeman,Vítěz,1.9,12.1. 12:00,60210
2016-11-08T23:01:52.992791,Michal Horáček,Vítěz,3.25,12.1. 12:00,60211
2016-11-08T23:01:52.992791,Jan Švejnar,Vítěz,21,12.1. 12:00,60212
2016-11-08T23:01:52.992791,Tomáš Halík,Vítěz,82,12.1. 12:00,60213
2016-11-08T23:01:52.992791,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292
2016-11-08T23:01:52.992791,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293
2016-11-08T23:01:52.992791,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294
2016-11-08T23:01:52.992791,Zuzana Roithová,Vítěz,70,12.1. 12:00,60295
2016-11-08T23:01:52.992791,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296
2016-11-08T23:01:52.992791,Andrej Babiš,Vítěz,50,12.1. 12:00,60297
2016-11-08T23:01:52.992791,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300
2016-11-08T23:01:52.992791,Livia Klausová,Vítěz,250,12.1. 12:00,60301
2016-11-08T23:01:52.992791,Václav Klaus ml.,Vítěz,305,12.1. 12:00,60302
2016-11-08T23:01:52.992791,Zdeněk Škromach,Vítěz,525,12.1. 12:00,60303
2016-11-08T23:01:52.992791,Petr Pavel,Vítěz,250,12.1. 12:00,60304
2016-11-08T23:01:52.992791,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305
2016-11-08T23:01:52.992791,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306
2016-11-08T23:01:52.992791,Karel Gott,Vítěz,750,12.1. 12:00,60307
2016-11-08T23:01:52.992791,Marek Eben,Vítěz,888,12.1. 12:00,60308
2016-11-08T23:01:52.992791,Marek Dalík,Vítěz,9999,12.1. 12:00,60314
2016-11-08T23:01:52.992791,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322
2016-11-08T23:01:52.992791,Jan Kraus,Vítěz,1111,12.1. 12:00,60323
2016-11-09T11:01:03.182741,Miloš Zeman,Vítěz,1.8,12.1. 12:00,60210
2016-11-09T11:01:03.182741,Michal Horáček,Vítěz,3.3,12.1. 12:00,60211
2016-11-09T11:01:03.182741,Jan Švejnar,Vítěz,21,12.1. 12:00,60212
2016-11-09T11:01:03.182741,Tomáš Halík,Vítěz,82,12.1. 12:00,60213
2016-11-09T11:01:03.182741,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292
2016-11-09T11:01:03.182741,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293
2016-11-09T11:01:03.182741,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294
2016-11-09T11:01:03.182741,Zuzana Roithová,Vítěz,70,12.1. 12:00,60295
2016-11-09T11:01:03.182741,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296
2016-11-09T11:01:03.182741,Andrej Babiš,Vítěz,50,12.1. 12:00,60297
2016-11-09T11:01:03.182741,Tomio Okamura,Vítěz,222,12.1. 12:00,60298
2016-11-09T11:01:03.182741,Jaroslav Kubera,Vítěz,111,12.1. 12:00,60299
